name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Zch_Stampfenbachstrasse,2023-05-17,13.3,7.3,10.6,13.3,6.7,10,2.8,59.1,0.7,100,8.33,rain,0,0,54.4,16.8,65,1021.2,80.6,10,132.6,7.5,4,,2023-05-17T05:47:20,2023-05-17T20:58:00,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"06670099999,LSZH,C3619,E8728,LSMD"
