name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
Zch_Stampfenbachstrasse,2023-05-22,21.5,12.8,17.1,21.5,12.8,17.1,13.3,79.6,1.9,100,37.5,rain,0,0,19.8,8.3,243.9,1013.5,57.6,21.8,294,25.3,9,30,2023-05-22T05:41:49,2023-05-22T21:03:58,0.09,"Rain, Partially cloudy",Becoming cloudy in the afternoon with storms possible.,rain,
